Activity,Type,Start,Finish,Details
Feeding,Right breast,"2021-02-07,  6:02 AM","2021-02-07,  6:06 AM",
Feeding,Left breast,"2021-02-07,  2:32 AM","2021-02-07,  2:32 AM",
Feeding,Left breast,"2021-02-07,  2:23 AM","2021-02-07,  2:28 AM",
Diapers,Wet,"2021-02-07,  2:20 AM","2021-02-07,  2:20 AM",
Feeding,Right breast,"2021-02-07,  1:46 AM","2021-02-07,  2:06 AM",
Feeding,Right breast,"2021-02-07,  1:38 AM","2021-02-07,  1:41 AM",
Feeding,Right breast,"2021-02-07,  1:38 AM","2021-02-07,  1:38 AM",
Growth,Head,"2021-02-07,  1:19 AM","2021-02-07,  1:19 AM",47cm
Feeding,Left breast,"2021-02-06,  11:25 PM","2021-02-06,  11:36 PM",
Feeding,Left breast,"2021-02-06,  11:25 PM","2021-02-06,  11:25 PM",
Feeding,Right breast,"2021-02-06,  9:08 PM","2021-02-06,  9:27 PM",
Feeding,Right breast,"2021-02-06,  8:59 PM","2021-02-06,  9:00 PM",
Sleep,,"2021-02-06,  8:59 PM","2021-02-07,  7:00 AM",
Feeding,Right breast,"2021-02-06,  8:54 PM","2021-02-06,  8:55 PM",
Feeding,Right breast,"2021-02-06,  8:52 PM","2021-02-06,  8:52 PM",
Feeding,Right breast,"2021-02-06,  8:50 PM","2021-02-06,  8:52 PM",
Diapers,Wet,"2021-02-06,  8:44 PM","2021-02-06,  8:44 PM",
Feeding,Solids,"2021-02-06,  7:50 PM","2021-02-06,  7:50 PM","bread, cheese, butter, plum"
Diapers,Wet,"2021-02-06,  7:20 PM","2021-02-06,  7:20 PM",
Sleep,,"2021-02-06,  6:38 PM","2021-02-06,  6:56 PM",
Feeding,Solids,"2021-02-06,  6:20 PM","2021-02-06,  6:20 PM",yogurt and banana
Leisure,Outdoors,"2021-02-06,  5:19 PM","2021-02-06,  6:21 PM",
Diapers,Wet,"2021-02-06,  4:25 PM","2021-02-06,  4:25 PM",
Feeding,Right breast,"2021-02-06,  3:46 PM","2021-02-06,  3:48 PM",
Feeding,Solids,"2021-02-06,  3:31 PM","2021-02-06,  3:31 PM","beefsteak, quinoa, dried plum"
Leisure,Bath time,"2021-02-06,  3:05 PM","2021-02-06,  3:18 PM",
Diapers,Mixed,"2021-02-06,  3:00 PM","2021-02-06,  3:00 PM",
Pumping,Both,"2021-02-06,  2:00 PM","2021-02-06,  8:50 PM",
Feeding,Left breast,"2021-02-06,  1:46 PM","2021-02-06,  1:54 PM",
Feeding,Right breast,"2021-02-06,  12:23 PM","2021-02-06,  12:51 PM",
Sleep,,"2021-02-06,  12:20 PM","2021-02-06,  1:54 PM",
Feeding,Right breast,"2021-02-06,  12:19 PM","2021-02-06,  12:19 PM",
Feeding,Right breast,"2021-02-06,  12:16 PM","2021-02-06,  12:18 PM",
Feeding,Right breast,"2021-02-06,  12:15 PM","2021-02-06,  12:16 PM",
Feeding,Right breast,"2021-02-06,  12:15 PM","2021-02-06,  12:15 PM",
Diapers,Wet,"2021-02-06,  12:09 PM","2021-02-06,  12:09 PM",
Feeding,Solids,"2021-02-06,  11:20 AM","2021-02-06,  11:20 AM","dried plums, mandarin, cream wheat"
Feeding,Right breast,"2021-02-06,  10:29 AM","2021-02-06,  10:29 AM",
Feeding,Right breast,"2021-02-06,  10:23 AM","2021-02-06,  10:26 AM",
Diapers,Wet,"2021-02-06,  10:15 AM","2021-02-06,  10:15 AM",
Feeding,Solids,"2021-02-06,  9:35 AM","2021-02-06,  9:35 AM",didn't eat
Feeding,Left breast,"2021-02-06,  9:12 AM","2021-02-06,  9:15 AM",
Diapers,Wet,"2021-02-06,  8:26 AM","2021-02-06,  8:26 AM",
Pumping,Left,"2021-02-06,  8:26 AM","2021-02-06,  9:12 AM",
Feeding,Left breast,"2021-02-06,  8:17 AM","2021-02-06,  8:20 AM",
Feeding,Right breast,"2021-02-06,  6:53 AM","2021-02-06,  7:11 AM",
Sleep,,"2021-02-06,  6:03 AM","2021-02-06,  8:14 AM",
Feeding,Left breast,"2021-02-06,  5:49 AM","2021-02-06,  5:50 AM",
Feeding,Left breast,"2021-02-06,  5:33 AM","2021-02-06,  5:36 AM",
Diapers,Wet,"2021-02-06,  5:10 AM","2021-02-06,  5:10 AM",
Feeding,Right breast,"2021-02-06,  4:35 AM","2021-02-06,  4:44 AM",
Feeding,Right breast,"2021-02-06,  1:49 AM","2021-02-06,  2:07 AM",
Feeding,Left breast,"2021-02-06,  12:06 AM","2021-02-06,  12:23 AM",
Feeding,Right breast,"2021-02-05,  8:37 PM","2021-02-05,  8:38 PM",
Sleep,,"2021-02-05,  8:12 PM","2021-02-06,  4:40 AM",
Feeding,Right breast,"2021-02-05,  7:54 PM","2021-02-05,  7:55 PM",
Feeding,Right breast,"2021-02-05,  7:46 PM","2021-02-05,  7:49 PM",
Feeding,Right breast,"2021-02-05,  7:31 PM","2021-02-05,  7:33 PM",
Sleep,,"2021-02-05,  6:34 PM","2021-02-05,  7:58 PM",
Feeding,Left breast,"2021-02-05,  6:31 PM","2021-02-05,  6:32 PM",
Feeding,Left breast,"2021-02-05,  6:29 PM","2021-02-05,  6:30 PM",
Feeding,Right breast,"2021-02-05,  6:27 PM","2021-02-05,  6:27 PM",
Feeding,Right breast,"2021-02-05,  6:27 PM","2021-02-05,  6:27 PM",
Feeding,Right breast,"2021-02-05,  6:25 PM","2021-02-05,  6:27 PM",
Feeding,Right breast,"2021-02-05,  6:22 PM","2021-02-05,  6:23 PM",
Diapers,Wet,"2021-02-05,  6:15 PM","2021-02-05,  6:15 PM",
Feeding,Solids,"2021-02-05,  5:00 PM","2021-02-05,  5:00 PM","yogurt and banana, corn sticks"
Leisure,Outdoors,"2021-02-05,  4:10 PM","2021-02-05,  5:35 PM",
Feeding,Left breast,"2021-02-05,  3:38 PM","2021-02-05,  3:40 PM",
Feeding,Solids,"2021-02-05,  2:42 PM","2021-02-05,  2:42 PM","pelmeni, salmon, celery, apple, banana"
Diapers,Wet,"2021-02-05,  2:05 PM","2021-02-05,  2:05 PM",
Feeding,Right breast,"2021-02-05,  1:12 PM","2021-02-05,  1:45 PM",
Sleep,,"2021-02-05,  12:06 PM","2021-02-05,  1:49 PM",
Feeding,Right breast,"2021-02-05,  11:50 AM","2021-02-05,  11:51 AM",
Feeding,Right breast,"2021-02-05,  11:47 AM","2021-02-05,  11:50 AM",
Diapers,Wet,"2021-02-05,  11:40 AM","2021-02-05,  11:40 AM",
Feeding,Solids,"2021-02-05,  11:10 AM","2021-02-05,  11:10 AM","bread, cheese, "
Diapers,Wet,"2021-02-05,  10:50 AM","2021-02-05,  10:50 AM",
Feeding,Left breast,"2021-02-05,  10:26 AM","2021-02-05,  10:27 AM",
Feeding,Left breast,"2021-02-05,  10:26 AM","2021-02-05,  10:26 AM",
Feeding,Left breast,"2021-02-05,  9:54 AM","2021-02-05,  9:55 AM",
Feeding,Left breast,"2021-02-05,  9:52 AM","2021-02-05,  9:53 AM",
Feeding,Left breast,"2021-02-05,  9:50 AM","2021-02-05,  9:52 AM",
Pumping,Both,"2021-02-05,  9:30 AM","2021-02-05,  10:00 AM",
Feeding,Solids,"2021-02-05,  9:15 AM","2021-02-05,  9:15 AM","cream wheat, milk, apple"
Feeding,Right breast,"2021-02-05,  8:46 AM","2021-02-05,  8:48 AM",
Diapers,Wet,"2021-02-05,  7:54 AM","2021-02-05,  7:54 AM",
Feeding,Right breast,"2021-02-05,  7:53 AM","2021-02-05,  7:57 AM",
Sleep,,"2021-02-05,  6:07 AM","2021-02-05,  7:52 AM",
Feeding,Left breast,"2021-02-05,  6:01 AM","2021-02-05,  6:02 AM",
Feeding,Left breast,"2021-02-05,  5:53 AM","2021-02-05,  5:56 AM",
Feeding,Right breast,"2021-02-05,  5:33 AM","2021-02-05,  5:34 AM",
Feeding,Right breast,"2021-02-05,  5:29 AM","2021-02-05,  5:32 AM",
Diapers,Wet,"2021-02-05,  5:17 AM","2021-02-05,  5:17 AM",
Pumping,Left,"2021-02-05,  5:10 AM","2021-02-05,  5:30 AM",
Feeding,Left breast,"2021-02-05,  4:51 AM","2021-02-05,  4:58 AM",
Feeding,Right breast,"2021-02-05,  2:59 AM","2021-02-05,  3:06 AM",
Feeding,Right breast,"2021-02-05,  12:17 AM","2021-02-05,  12:25 AM",
Feeding,Left breast,"2021-02-04,  10:24 PM","2021-02-04,  10:38 PM",
Feeding,Right breast,"2021-02-04,  8:43 PM","2021-02-04,  8:49 PM",
Sleep,,"2021-02-04,  8:36 PM","2021-02-05,  4:45 AM",
Feeding,Right breast,"2021-02-04,  8:34 PM","2021-02-04,  8:37 PM",
Feeding,Right breast,"2021-02-04,  8:29 PM","2021-02-04,  8:31 PM",
Diapers,Wet,"2021-02-04,  8:26 PM","2021-02-04,  8:26 PM",
Feeding,Solids,"2021-02-04,  7:38 PM","2021-02-04,  7:38 PM","quinoa, chicken, green beans"
Leisure,Bath time,"2021-02-04,  7:05 PM","2021-02-04,  7:20 PM",
Diapers,Wet,"2021-02-04,  7:00 PM","2021-02-04,  7:00 PM",
Feeding,Left breast,"2021-02-04,  6:35 PM","2021-02-04,  6:36 PM",
Feeding,Left breast,"2021-02-04,  6:27 PM","2021-02-04,  6:30 PM",
Feeding,Left breast,"2021-02-04,  6:24 PM","2021-02-04,  6:24 PM",
Feeding,Left breast,"2021-02-04,  6:20 PM","2021-02-04,  6:21 PM",
Feeding,Left breast,"2021-02-04,  6:18 PM","2021-02-04,  6:20 PM",
Diapers,Wet,"2021-02-04,  6:10 PM","2021-02-04,  6:10 PM",
Leisure,Outdoors,"2021-02-04,  4:49 PM","2021-02-04,  5:50 PM",
Diapers,Wet,"2021-02-04,  4:30 PM","2021-02-04,  4:30 PM",
Feeding,Right breast,"2021-02-04,  4:22 PM","2021-02-04,  4:23 PM",
Feeding,Right breast,"2021-02-04,  4:20 PM","2021-02-04,  4:22 PM",
Feeding,Right breast,"2021-02-04,  4:17 PM","2021-02-04,  4:19 PM",
Feeding,Solids,"2021-02-04,  3:20 PM","2021-02-04,  3:20 PM","salmon, bread, broccoli, cheese, salad"
Diapers,Wet,"2021-02-04,  2:45 PM","2021-02-04,  2:45 PM",
Feeding,Right breast,"2021-02-04,  2:32 PM","2021-02-04,  2:35 PM",
Feeding,Left breast,"2021-02-04,  12:31 PM","2021-02-04,  12:59 PM",
Sleep,,"2021-02-04,  12:12 PM","2021-02-04,  2:30 PM",
Feeding,Left breast,"2021-02-04,  12:05 PM","2021-02-04,  12:08 PM",
Diapers,Wet,"2021-02-04,  12:00 PM","2021-02-04,  12:00 PM",
Feeding,Solids,"2021-02-04,  11:10 AM","2021-02-04,  11:10 AM","barely ate (oatmeal, apple and berries)"
Feeding,Right breast,"2021-02-04,  10:34 AM","2021-02-04,  10:37 AM",
Feeding,Right breast,"2021-02-04,  10:33 AM","2021-02-04,  10:34 AM",
Feeding,Right breast,"2021-02-04,  10:27 AM","2021-02-04,  10:29 AM",
Diapers,Wet,"2021-02-04,  10:20 AM","2021-02-04,  10:20 AM",
Pumping,Left,"2021-02-04,  8:35 AM","2021-02-04,  10:25 AM",
Diapers,Wet,"2021-02-04,  8:35 AM","2021-02-04,  8:35 AM",
Feeding,Left breast,"2021-02-04,  8:18 AM","2021-02-04,  8:32 AM",
Feeding,Right breast,"2021-02-04,  6:39 AM","2021-02-04,  7:03 AM",
Sleep,,"2021-02-04,  4:10 AM","2021-02-04,  8:10 AM",
Feeding,Right breast,"2021-02-04,  4:04 AM","2021-02-04,  4:08 AM",
Feeding,Left breast,"2021-02-04,  3:34 AM","2021-02-04,  3:35 AM",
Feeding,Left breast,"2021-02-04,  3:25 AM","2021-02-04,  3:26 AM",
Diapers,Wet,"2021-02-04,  3:22 AM","2021-02-04,  3:22 AM",
Feeding,Left breast,"2021-02-04,  3:09 AM","2021-02-04,  3:10 AM",
Feeding,Left breast,"2021-02-04,  3:07 AM","2021-02-04,  3:07 AM",
Feeding,Left breast,"2021-02-04,  3:02 AM","2021-02-04,  3:04 AM",
Feeding,Right breast,"2021-02-04,  12:30 AM","2021-02-04,  12:36 AM",
Feeding,Left breast,"2021-02-03,  9:36 PM","2021-02-03,  9:38 PM",
Sleep,,"2021-02-03,  8:48 PM","2021-02-04,  3:10 AM",
Feeding,Left breast,"2021-02-03,  8:44 PM","2021-02-03,  8:45 PM",
Feeding,Left breast,"2021-02-03,  8:41 PM","2021-02-03,  8:43 PM",
Diapers,Wet,"2021-02-03,  8:30 PM","2021-02-03,  8:30 PM",
Feeding,Solids,"2021-02-03,  7:10 PM","2021-02-03,  7:10 PM","salmon, broccoli, egg, milk, cheese, yogurt and banana"
Diapers,Wet,"2021-02-03,  6:43 PM","2021-02-03,  6:43 PM",
Feeding,Right breast,"2021-02-03,  6:39 PM","2021-02-03,  6:39 PM",
Feeding,Right breast,"2021-02-03,  6:35 PM","2021-02-03,  6:36 PM",
Sleep,,"2021-02-03,  5:47 PM","2021-02-03,  5:58 PM",
Leisure,Outdoors,"2021-02-03,  5:15 PM","2021-02-03,  6:04 PM",
Diapers,Wet,"2021-02-03,  3:50 PM","2021-02-03,  3:50 PM",
Feeding,Right breast,"2021-02-03,  3:27 PM","2021-02-03,  3:27 PM",
Feeding,Right breast,"2021-02-03,  3:24 PM","2021-02-03,  3:26 PM",
Feeding,Solids,"2021-02-03,  2:19 PM","2021-02-03,  2:19 PM","chicken, buckwheat, cream, green beans, cucumber, egg, milk"
Diapers,Wet,"2021-02-03,  1:44 PM","2021-02-03,  1:44 PM",
Pumping,Both,"2021-02-03,  1:00 PM","2021-02-03,  8:00 PM",
Feeding,Left breast,"2021-02-03,  12:58 PM","2021-02-03,  1:00 PM",
Sleep,,"2021-02-03,  11:28 AM","2021-02-03,  12:55 PM",
Feeding,Right breast,"2021-02-03,  11:23 AM","2021-02-03,  11:24 AM",
Feeding,Right breast,"2021-02-03,  11:17 AM","2021-02-03,  11:20 AM",
Diapers,Wet,"2021-02-03,  11:13 AM","2021-02-03,  11:13 AM",
Pumping,Both,"2021-02-03,  10:30 AM","2021-02-03,  11:16 AM",
Feeding,Solids,"2021-02-03,  9:28 AM","2021-02-03,  9:28 AM","barely ate (oatmeal, milk and banana)"
Diapers,Wet,"2021-02-03,  9:25 AM","2021-02-03,  9:25 AM",
Feeding,Left breast,"2021-02-03,  9:05 AM","2021-02-03,  9:06 AM",
Feeding,Left breast,"2021-02-03,  9:05 AM","2021-02-03,  9:05 AM",
Feeding,Left breast,"2021-02-03,  9:02 AM","2021-02-03,  9:03 AM",
Feeding,Left breast,"2021-02-03,  8:59 AM","2021-02-03,  9:01 AM",
Diapers,Wet,"2021-02-03,  7:45 AM","2021-02-03,  7:45 AM",
Feeding,Left breast,"2021-02-03,  7:41 AM","2021-02-03,  7:43 AM",
Feeding,Left breast,"2021-02-03,  7:40 AM","2021-02-03,  7:41 AM",
Pumping,Left,"2021-02-03,  7:40 AM","2021-02-03,  9:00 AM",
Feeding,Left breast,"2021-02-03,  7:38 AM","2021-02-03,  7:40 AM",
Feeding,Right breast,"2021-02-03,  6:37 AM","2021-02-03,  6:46 AM",
Feeding,Right breast,"2021-02-03,  6:33 AM","2021-02-03,  6:37 AM",
Feeding,Left breast,"2021-02-03,  4:42 AM","2021-02-03,  4:47 AM",
Feeding,Right breast,"2021-02-03,  1:04 AM","2021-02-03,  1:13 AM",
Feeding,Right breast,"2021-02-03,  1:01 AM","2021-02-03,  1:04 AM",
Feeding,Left breast,"2021-02-02,  10:44 PM","2021-02-02,  11:10 PM",
Feeding,Right breast,"2021-02-02,  9:56 PM","2021-02-02,  9:59 PM",
Feeding,Right breast,"2021-02-02,  9:55 PM","2021-02-02,  9:56 PM",
Feeding,Right breast,"2021-02-02,  9:53 PM","2021-02-02,  9:53 PM",
Sleep,,"2021-02-02,  9:09 PM","2021-02-03,  7:33 AM",
Feeding,Right breast,"2021-02-02,  8:45 PM","2021-02-02,  8:45 PM",
Feeding,Right breast,"2021-02-02,  8:41 PM","2021-02-02,  8:42 PM",
Feeding,Right breast,"2021-02-02,  8:41 PM","2021-02-02,  8:41 PM",
Feeding,Right breast,"2021-02-02,  8:39 PM","2021-02-02,  8:39 PM",
Feeding,Right breast,"2021-02-02,  8:33 PM","2021-02-02,  8:34 PM",
Feeding,Right breast,"2021-02-02,  8:31 PM","2021-02-02,  8:32 PM",
Feeding,Right breast,"2021-02-02,  8:30 PM","2021-02-02,  8:30 PM",
Diapers,Wet,"2021-02-02,  8:25 PM","2021-02-02,  8:25 PM",
Feeding,Solids,"2021-02-02,  7:45 PM","2021-02-02,  7:45 PM",yogurt and berries
Leisure,Bath time,"2021-02-02,  7:06 PM","2021-02-02,  7:24 PM",
Diapers,Wet,"2021-02-02,  7:05 PM","2021-02-02,  7:05 PM",
Feeding,Left breast,"2021-02-02,  6:50 PM","2021-02-02,  6:50 PM",
Feeding,Left breast,"2021-02-02,  6:46 PM","2021-02-02,  6:48 PM",
Feeding,Solids,"2021-02-02,  6:22 PM","2021-02-02,  6:22 PM","almost didn't eat (chicken, cream, buckwheat, cauliflower, cucumber, tomato, avocado)"
Diapers,Wet,"2021-02-02,  6:05 PM","2021-02-02,  6:05 PM",
Feeding,Left breast,"2021-02-02,  5:10 PM","2021-02-02,  5:11 PM",
Feeding,Left breast,"2021-02-02,  5:08 PM","2021-02-02,  5:10 PM",
Feeding,Left breast,"2021-02-02,  5:08 PM","2021-02-02,  5:08 PM",
Feeding,Right breast,"2021-02-02,  3:50 PM","2021-02-02,  4:14 PM",
Sleep,,"2021-02-02,  3:36 PM","2021-02-02,  5:10 PM",
Feeding,Right breast,"2021-02-02,  3:35 PM","2021-02-02,  3:36 PM",
Feeding,Right breast,"2021-02-02,  3:33 PM","2021-02-02,  3:35 PM",
Diapers,Wet,"2021-02-02,  3:30 PM","2021-02-02,  3:30 PM",
Feeding,Solids,"2021-02-02,  2:20 PM","2021-02-02,  2:20 PM","salmon, broccoli, oatmeal, banana, milk"
Pumping,Both,"2021-02-02,  1:31 PM","2021-02-02,  1:59 PM",
Leisure,Outdoors,"2021-02-02,  12:36 PM","2021-02-02,  1:29 PM",
Diapers,Wet,"2021-02-02,  12:35 PM","2021-02-02,  12:35 PM",
Pumping,Left,"2021-02-02,  12:13 PM","2021-02-02,  1:30 PM",
Feeding,Left breast,"2021-02-02,  12:11 PM","2021-02-02,  12:12 PM",
Feeding,Left breast,"2021-02-02,  12:08 PM","2021-02-02,  12:10 PM",
Feeding,Solids,"2021-02-02,  11:40 AM","2021-02-02,  11:40 AM","salmon, broccoli, green beans"
Pumping,Left,"2021-02-02,  10:45 AM","2021-02-02,  12:07 PM",
Feeding,Right breast,"2021-02-02,  10:41 AM","2021-02-02,  10:41 AM",
Feeding,Right breast,"2021-02-02,  10:38 AM","2021-02-02,  10:40 AM",
Feeding,Right breast,"2021-02-02,  10:38 AM","2021-02-02,  10:38 AM",
Diapers,Wet,"2021-02-02,  10:35 AM","2021-02-02,  10:35 AM",
Feeding,Right breast,"2021-02-02,  10:32 AM","2021-02-02,  10:32 AM",
Sleep,,"2021-02-02,  9:49 AM","2021-02-02,  10:33 AM",
Feeding,Left breast,"2021-02-02,  9:45 AM","2021-02-02,  9:45 AM",
Feeding,Left breast,"2021-02-02,  9:44 AM","2021-02-02,  9:45 AM",
Feeding,Right breast,"2021-02-02,  9:41 AM","2021-02-02,  9:41 AM",
Feeding,Right breast,"2021-02-02,  9:39 AM","2021-02-02,  9:40 AM",
Feeding,Right breast,"2021-02-02,  9:34 AM","2021-02-02,  9:36 AM",
Diapers,Wet,"2021-02-02,  9:29 AM","2021-02-02,  9:29 AM",
Diapers,Mixed,"2021-02-02,  8:20 AM","2021-02-02,  8:20 AM",
Feeding,Solids,"2021-02-02,  7:40 AM","2021-02-02,  7:40 AM","oatmeal, banana, butter, milk, cheese, bread"
Diapers,Wet,"2021-02-02,  6:56 AM","2021-02-02,  6:56 AM",
Pumping,Both,"2021-02-02,  6:50 AM","2021-02-02,  7:00 AM",
Feeding,Right breast,"2021-02-02,  6:15 AM","2021-02-02,  6:29 AM",
Feeding,Right breast,"2021-02-02,  4:01 AM","2021-02-02,  4:13 AM",
Feeding,Left breast,"2021-02-02,  2:22 AM","2021-02-02,  2:25 AM",
Feeding,Left breast,"2021-02-02,  2:09 AM","2021-02-02,  2:13 AM",
Feeding,Right breast,"2021-02-01,  10:29 PM","2021-02-01,  11:08 PM",
Diapers,Wet,"2021-02-01,  10:25 PM","2021-02-01,  10:25 PM",
Feeding,Left breast,"2021-02-01,  8:09 PM","2021-02-01,  8:09 PM",
Feeding,Left breast,"2021-02-01,  8:04 PM","2021-02-01,  8:05 PM",
Sleep,,"2021-02-01,  7:49 PM","2021-02-02,  6:23 AM",
Feeding,Right breast,"2021-02-01,  7:45 PM","2021-02-01,  7:47 PM",
Feeding,Right breast,"2021-02-01,  7:31 PM","2021-02-01,  7:31 PM",
Feeding,Right breast,"2021-02-01,  7:16 PM","2021-02-01,  7:16 PM",
Feeding,Right breast,"2021-02-01,  7:14 PM","2021-02-01,  7:15 PM",
Feeding,Right breast,"2021-02-01,  7:10 PM","2021-02-01,  7:14 PM",
Sleep,,"2021-02-01,  6:27 PM","2021-02-01,  7:09 PM",
Feeding,Right breast,"2021-02-01,  6:22 PM","2021-02-01,  6:23 PM",
Feeding,Right breast,"2021-02-01,  6:20 PM","2021-02-01,  6:20 PM",
Feeding,Right breast,"2021-02-01,  6:19 PM","2021-02-01,  6:19 PM",
Diapers,Wet,"2021-02-01,  6:15 PM","2021-02-01,  6:15 PM",
Feeding,Right breast,"2021-02-01,  6:08 PM","2021-02-01,  6:08 PM",
Feeding,Right breast,"2021-02-01,  6:07 PM","2021-02-01,  6:08 PM",
Feeding,Right breast,"2021-02-01,  6:04 PM","2021-02-01,  6:05 PM",
Feeding,Right breast,"2021-02-01,  6:00 PM","2021-02-01,  6:02 PM",
Feeding,Solids,"2021-02-01,  5:41 PM","2021-02-01,  5:41 PM",carrot and corn sticks
Leisure,Outdoors,"2021-02-01,  4:37 PM","2021-02-01,  5:53 PM",
Diapers,Wet,"2021-02-01,  4:09 PM","2021-02-01,  4:09 PM",
Feeding,Left breast,"2021-02-01,  4:07 PM","2021-02-01,  4:08 PM",
Feeding,Left breast,"2021-02-01,  4:04 PM","2021-02-01,  4:06 PM",
Feeding,Solids,"2021-02-01,  3:20 PM","2021-02-01,  3:20 PM","buckwheat, chicken, cauliflower, cucumber, oatmeal, apple"
Diapers,Wet,"2021-02-01,  3:03 PM","2021-02-01,  3:03 PM",
Feeding,Left breast,"2021-02-01,  2:38 PM","2021-02-01,  2:38 PM",
Feeding,Left breast,"2021-02-01,  2:37 PM","2021-02-01,  2:37 PM",
Feeding,Left breast,"2021-02-01,  2:35 PM","2021-02-01,  2:37 PM",
Feeding,Solids,"2021-02-01,  1:53 PM","2021-02-01,  1:53 PM",oatmeal and apple
Feeding,Right breast,"2021-02-01,  11:53 AM","2021-02-01,  12:31 PM",
Sleep,,"2021-02-01,  11:44 AM","2021-02-01,  1:24 PM",
Feeding,Right breast,"2021-02-01,  11:38 AM","2021-02-01,  11:40 AM",
Diapers,Wet,"2021-02-01,  11:30 AM","2021-02-01,  11:30 AM",
Pumping,Left,"2021-02-01,  10:25 AM","2021-02-01,  11:38 AM",
Feeding,Left breast,"2021-02-01,  10:24 AM","2021-02-01,  10:24 AM",
Feeding,Left breast,"2021-02-01,  10:19 AM","2021-02-01,  10:20 AM",
Feeding,Left breast,"2021-02-01,  10:19 AM","2021-02-01,  10:19 AM",
Diapers,Wet,"2021-02-01,  10:15 AM","2021-02-01,  10:15 AM",
Feeding,Solids,"2021-02-01,  10:00 AM","2021-02-01,  10:00 AM",oatmeal
Feeding,Right breast,"2021-02-01,  9:10 AM","2021-02-01,  9:10 AM",
Pumping,Left,"2021-02-01,  9:10 AM","2021-02-01,  10:00 AM",
Feeding,Right breast,"2021-02-01,  9:07 AM","2021-02-01,  9:09 AM",
Diapers,Wet,"2021-02-01,  8:15 AM","2021-02-01,  8:15 AM",
Feeding,Left breast,"2021-02-01,  8:11 AM","2021-02-01,  8:12 AM",
Pumping,Left,"2021-02-01,  8:10 AM","2021-02-01,  9:06 AM",
Feeding,Left breast,"2021-02-01,  8:05 AM","2021-02-01,  8:09 AM",
Sleep,,"2021-02-01,  5:02 AM","2021-02-01,  8:03 AM",
Feeding,Right breast,"2021-02-01,  4:58 AM","2021-02-01,  5:00 AM",
Feeding,Right breast,"2021-02-01,  4:26 AM","2021-02-01,  4:28 AM",
Feeding,Left breast,"2021-02-01,  3:58 AM","2021-02-01,  3:59 AM",
Feeding,Left breast,"2021-02-01,  3:52 AM","2021-02-01,  3:54 AM",
Feeding,Left breast,"2021-02-01,  3:39 AM","2021-02-01,  3:45 AM",
Feeding,Left breast,"2021-02-01,  3:31 AM","2021-02-01,  3:34 AM",
Diapers,Wet,"2021-02-01,  3:15 AM","2021-02-01,  3:15 AM",
Feeding,Right breast,"2021-01-31,  11:44 PM","2021-02-01,  12:09 AM",
Feeding,Left breast,"2021-01-31,  9:37 PM","2021-01-31,  10:05 PM",
Feeding,Right breast,"2021-01-31,  7:48 PM","2021-01-31,  8:04 PM",
Sleep,,"2021-01-31,  7:43 PM","2021-02-01,  3:05 AM",
Feeding,Right breast,"2021-01-31,  7:42 PM","2021-01-31,  7:43 PM",
Feeding,Right breast,"2021-01-31,  7:37 PM","2021-01-31,  7:40 PM",
Feeding,Right breast,"2021-01-31,  7:37 PM","2021-01-31,  7:37 PM",
Diapers,Wet,"2021-01-31,  7:34 PM","2021-01-31,  7:34 PM",
Feeding,Left breast,"2021-01-31,  5:59 PM","2021-01-31,  6:01 PM",
Feeding,Left breast,"2021-01-31,  5:56 PM","2021-01-31,  5:57 PM",
Feeding,Left breast,"2021-01-31,  5:06 PM","2021-01-31,  5:07 PM",
Feeding,Left breast,"2021-01-31,  5:05 PM","2021-01-31,  5:06 PM",
Feeding,Left breast,"2021-01-31,  5:04 PM","2021-01-31,  5:05 PM",
Diapers,Wet,"2021-01-31,  4:15 PM","2021-01-31,  4:15 PM",
Pumping,Both,"2021-01-31,  3:45 PM","2021-01-31,  7:36 PM",
Feeding,Right breast,"2021-01-31,  3:40 PM","2021-01-31,  3:44 PM",
Sleep,,"2021-01-31,  1:33 PM","2021-01-31,  3:44 PM",
Feeding,Right breast,"2021-01-31,  1:29 PM","2021-01-31,  1:31 PM",
Diapers,Wet,"2021-01-31,  1:25 PM","2021-01-31,  1:25 PM",
Pumping,Left,"2021-01-31,  12:25 PM","2021-01-31,  1:28 PM",
Feeding,Right breast,"2021-01-31,  12:21 PM","2021-01-31,  12:23 PM",
Feeding,Right breast,"2021-01-31,  12:19 PM","2021-01-31,  12:19 PM",
Feeding,Right breast,"2021-01-31,  12:15 PM","2021-01-31,  12:18 PM",
Diapers,Wet,"2021-01-31,  12:07 PM","2021-01-31,  12:07 PM",
Feeding,Solids,"2021-01-31,  11:40 AM","2021-01-31,  11:40 AM",oatmeal and apple
Pumping,Left,"2021-01-31,  10:20 AM","2021-01-31,  12:10 PM",
Feeding,Left breast,"2021-01-31,  10:16 AM","2021-01-31,  10:16 AM",
Feeding,Left breast,"2021-01-31,  10:10 AM","2021-01-31,  10:13 AM",
Diapers,Wet,"2021-01-31,  9:20 AM","2021-01-31,  9:20 AM",
Pumping,Left,"2021-01-31,  9:15 AM","2021-01-31,  10:10 AM",
Sleep,,"2021-01-31,  7:28 AM","2021-01-31,  9:15 AM",
Feeding,Right breast,"2021-01-31,  7:06 AM","2021-01-31,  7:06 AM",
Feeding,Right breast,"2021-01-31,  7:02 AM","2021-01-31,  7:02 AM",
Pumping,Left,"2021-01-31,  6:51 AM","2021-01-31,  7:02 AM",
